ResolvedPersonID,n_cases,dominant_mo_phrase,mo_consistency,n_districts_with_dominant_mo
35725,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
35726,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35727,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35728,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35730,3,The accused targeted unattended shops during the late-night hours.,0.667,2
35731,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35732,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35733,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35734,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35735,2,The accused operated in daylight hours near crowded public spaces.,0.5,1
35736,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35737,1,The accused acted as part of an organized group during the incident.,1.0,1
35738,2,The accused gained entry through a rear window left unlatched.,0.5,1
35739,5,The accused acted as part of an organized group during the incident.,0.2,1
35741,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35743,3,The accused gained entry through a rear window left unlatched.,0.667,1
35744,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35746,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
35749,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35750,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35752,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35753,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35757,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35758,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35759,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35761,1,The accused approached the victim through a fake social media profile.,1.0,1
35762,1,The accused approached the victim through a fake social media profile.,1.0,1
35763,1,The accused approached the victim through a fake social media profile.,1.0,1
35764,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35772,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35774,1,The accused approached the victim through a fake social media profile.,1.0,1
35778,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35783,2,The accused gained entry through a rear window left unlatched.,1.0,2
35786,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35789,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35790,5,The accused operated using a fraudulent online payment link.,0.4,2
35791,3,The accused was known to the victim through a prior personal dispute.,1.0,3
35792,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35793,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35795,1,The accused approached the victim through a fake social media profile.,1.0,1
35798,1,The accused was a person known to the victim's family.,1.0,1
35800,1,The accused approached the victim through a fake social media profile.,1.0,1
35803,2,The accused was known to the victim through a prior personal dispute.,0.5,1
35804,3,The accused used a two-wheeler to approach and flee the scene rapidly.,0.333,1
35805,1,The accused was a person known to the victim's family.,1.0,1
35806,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35807,1,The accused operated using a fraudulent online payment link.,1.0,1
35808,1,The accused gained entry through a rear window left unlatched.,1.0,1
35811,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35813,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35814,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35815,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35816,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35821,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35822,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35824,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35826,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35829,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35834,3,The accused lured the victim on the pretext of a job offer.,0.667,1
35837,1,The accused approached the victim through a fake social media profile.,1.0,1
35838,3,The accused used a two-wheeler to approach and flee the scene rapidly.,0.667,2
35840,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35842,2,The accused gained entry through a rear window left unlatched.,0.5,1
35843,2,The accused gained entry through a rear window left unlatched.,1.0,2
35844,1,The accused gained entry through a rear window left unlatched.,1.0,1
35845,1,The accused approached the victim through a fake social media profile.,1.0,1
35848,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35849,3,The accused waylaid the victim along a known secluded route.,0.667,2
35851,1,The accused operated using a fraudulent online payment link.,1.0,1
35852,1,The accused lured the victim on the pretext of a job offer.,1.0,1
35853,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35856,1,The accused was a person known to the victim's family.,1.0,1
35857,1,The accused was a person known to the victim's family.,1.0,1
35859,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35860,3,The accused wore a helmet throughout to avoid CCTV identification.,0.333,1
35861,1,The accused operated using a fraudulent online payment link.,1.0,1
35865,1,The accused gained entry through a rear window left unlatched.,1.0,1
35869,2,The accused approached the victim through a fake social media profile.,1.0,2
35870,1,The accused gained entry through a rear window left unlatched.,1.0,1
35873,1,The accused gained entry through a rear window left unlatched.,1.0,1
35875,1,The accused gained entry through a rear window left unlatched.,1.0,1
35876,1,The accused gained entry through a rear window left unlatched.,1.0,1
35880,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35882,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35884,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35885,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35886,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35887,1,The accused gained entry through a rear window left unlatched.,1.0,1
35889,1,The accused acted as part of an organized group during the incident.,1.0,1
35891,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35892,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35895,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35897,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35898,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35900,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
35901,1,The accused was a person known to the victim's family.,1.0,1
35902,1,The accused was a person known to the victim's family.,1.0,1
35904,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35905,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35907,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35908,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35909,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35913,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35915,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35917,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35918,2,The accused used a spoofed phone number to contact the victim.,0.5,1
35919,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35920,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35921,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35922,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35925,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
